DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,
5/15/2020 0:00,4135001,HmiyD2TTLFNqkNe,25.18431613,22.8575074,0,0
5/15/2020 0:15,4135001,HmiyD2TTLFNqkNe,25.08458867,22.76166787,0,1
5/15/2020 0:30,4135001,HmiyD2TTLFNqkNe,24.9357526,22.59230553,0,2
5/15/2020 0:45,4135001,HmiyD2TTLFNqkNe,24.8461304,22.36085213,0,3
5/15/2020 1:00,4135001,HmiyD2TTLFNqkNe,24.62152536,22.16542264,0,4
5/15/2020 1:15,4135001,HmiyD2TTLFNqkNe,24.5360922,21.96857087,0,5
5/15/2020 1:30,4135001,HmiyD2TTLFNqkNe,24.63867387,22.35292567,0,6
5/15/2020 1:45,4135001,HmiyD2TTLFNqkNe,24.87302233,23.1609192,0,7
5/15/2020 2:00,4135001,HmiyD2TTLFNqkNe,24.93693047,23.026113,0,8
5/15/2020 2:15,4135001,HmiyD2TTLFNqkNe,25.0122476,23.34322927,0,9
5/15/2020 2:45,4135001,HmiyD2TTLFNqkNe,24.99301953,24.0394858,0,11
5/15/2020 3:00,4135001,HmiyD2TTLFNqkNe,25.01630943,24.38413557,0,12
5/15/2020 3:15,4135001,HmiyD2TTLFNqkNe,24.98521527,24.35150773,0,13
5/15/2020 3:30,4135001,HmiyD2TTLFNqkNe,24.93773193,24.06029653,0,14
5/15/2020 3:45,4135001,HmiyD2TTLFNqkNe,24.87909953,23.70979413,0,15
5/15/2020 4:00,4135001,HmiyD2TTLFNqkNe,24.6789022,22.58994153,0,16
5/15/2020 4:15,4135001,HmiyD2TTLFNqkNe,24.3519308,21.78364253,0,17
5/15/2020 4:30,4135001,HmiyD2TTLFNqkNe,24.0626222,21.85252493,0,18
5/15/2020 4:45,4135001,HmiyD2TTLFNqkNe,24.0132242,22.306315,0,19
5/15/2020 5:00,4135001,HmiyD2TTLFNqkNe,24.1771058,22.55190847,0,20
5/15/2020 5:15,4135001,HmiyD2TTLFNqkNe,24.304888,22.97949207,0,21
5/15/2020 5:30,4135001,HmiyD2TTLFNqkNe,24.32872727,23.45238047,0,22
5/15/2020 5:45,4135001,HmiyD2TTLFNqkNe,24.28921113,23.09669193,0.000862721,23
5/15/2020 6:00,4135001,HmiyD2TTLFNqkNe,24.08844607,22.2067566,0.005886957,24
5/15/2020 6:15,4135001,HmiyD2TTLFNqkNe,24.01163527,22.35345867,0.022281607,25
5/15/2020 6:30,4135001,HmiyD2TTLFNqkNe,23.97673127,22.893282,0.049409724,26
5/15/2020 6:45,4135001,HmiyD2TTLFNqkNe,24.21899,24.44244393,0.095394454,27
5/15/2020 7:00,4135001,HmiyD2TTLFNqkNe,24.5373984,27.18565287,0.141940443,28
5/15/2020 7:15,4135001,HmiyD2TTLFNqkNe,24.8159595,28.88847786,0.154712676,29
5/15/2020 7:30,4135001,HmiyD2TTLFNqkNe,24.98878987,29.6056438,0.148799153,30
5/15/2020 7:45,4135001,HmiyD2TTLFNqkNe,25.21618033,29.54711093,0.144793419,31
5/15/2020 8:00,4135001,HmiyD2TTLFNqkNe,25.41951307,31.41254473,0.201638621,32
5/15/2020 8:15,4135001,HmiyD2TTLFNqkNe,25.95908213,35.5287108,0.345707653,33
5/15/2020 8:30,4135001,HmiyD2TTLFNqkNe,26.43078207,40.3180586,0.405348573,34
5/15/2020 8:45,4135001,HmiyD2TTLFNqkNe,26.8318298,39.08195373,0.312426795,35
5/15/2020 9:00,4135001,HmiyD2TTLFNqkNe,27.6209698,45.0092326,0.623152649,36
5/15/2020 9:15,4135001,HmiyD2TTLFNqkNe,27.98836207,46.6177065,0.344884036,37
5/15/2020 9:30,4135001,HmiyD2TTLFNqkNe,27.51672787,39.136326,0.2492484,38
5/15/2020 9:45,4135001,HmiyD2TTLFNqkNe,27.45010767,40.93057693,0.541205977,39
5/15/2020 10:00,4135001,HmiyD2TTLFNqkNe,28.63219187,52.5477356,0.670675372,40
5/15/2020 10:15,4135001,HmiyD2TTLFNqkNe,28.76891273,47.633738,0.572283477,41
5/15/2020 10:30,4135001,HmiyD2TTLFNqkNe,29.3514426,49.24972327,0.455148383,42
5/15/2020 10:45,4135001,HmiyD2TTLFNqkNe,28.85470787,44.0483256,0.361961654,43
5/15/2020 11:00,4135001,HmiyD2TTLFNqkNe,29.41081933,47.6854534,0.636560881,44
5/15/2020 11:15,4135001,HmiyD2TTLFNqkNe,30.21606229,50.00698857,0.585787214,45
5/15/2020 11:30,4135001,HmiyD2TTLFNqkNe,30.2870728,49.8413636,0.557069383,46
5/15/2020 11:45,4135001,HmiyD2TTLFNqkNe,30.81104933,47.8363832,0.467986869,47
5/15/2020 12:00,4135001,HmiyD2TTLFNqkNe,31.30537507,49.18358353,0.514962587,48
5/15/2020 12:15,4135001,HmiyD2TTLFNqkNe,31.50729773,49.84449267,0.787866029,49
5/15/2020 12:30,4135001,HmiyD2TTLFNqkNe,32.14768473,52.35325513,0.649247629,50
5/15/2020 12:45,4135001,HmiyD2TTLFNqkNe,32.3914204,50.63123993,0.761243312,51
5/15/2020 13:00,4135001,HmiyD2TTLFNqkNe,32.62279607,49.61076771,0.416035101,52
5/15/2020 13:15,4135001,HmiyD2TTLFNqkNe,32.49706447,47.01116133,0.489243946,53
5/15/2020 13:30,4135001,HmiyD2TTLFNqkNe,32.5246214,46.66986293,0.574561224,54
5/15/2020 13:45,4135001,HmiyD2TTLFNqkNe,32.67847087,47.51688413,0.560985624,55
5/15/2020 14:00,4135001,HmiyD2TTLFNqkNe,33.7631854,49.80390433,0.735083463,56
5/15/2020 14:15,4135001,HmiyD2TTLFNqkNe,34.13076993,55.030613,0.893661491,57
5/15/2020 14:30,4135001,HmiyD2TTLFNqkNe,34.08138427,54.51913673,0.466788824,58
5/15/2020 14:45,4135001,HmiyD2TTLFNqkNe,33.69572221,47.61819464,0.542138496,59
5/15/2020 15:00,4135001,HmiyD2TTLFNqkNe,33.89057607,46.0290812,0.398888543,60
5/15/2020 15:15,4135001,HmiyD2TTLFNqkNe,34.043744,44.28609193,0.447292149,61
5/15/2020 15:30,4135001,HmiyD2TTLFNqkNe,34.40285233,46.7442812,0.565196397,62
5/15/2020 15:45,4135001,HmiyD2TTLFNqkNe,34.43094267,43.9206158,0.346230693,63
5/15/2020 16:00,4135001,HmiyD2TTLFNqkNe,34.38115033,43.33285333,0.35818237,64
5/15/2020 16:15,4135001,HmiyD2TTLFNqkNe,34.12625693,41.00743193,0.328896119,65
5/15/2020 16:30,4135001,HmiyD2TTLFNqkNe,34.35660993,41.28059067,0.344954196,66
5/15/2020 16:45,4135001,HmiyD2TTLFNqkNe,33.86159653,39.41907593,0.260346758,67
5/15/2020 17:00,4135001,HmiyD2TTLFNqkNe,33.44331357,36.82670364,0.166812741,68
5/15/2020 17:15,4135001,HmiyD2TTLFNqkNe,33.30025473,35.8522074,0.173898637,69
5/15/2020 17:30,4135001,HmiyD2TTLFNqkNe,33.0321222,34.3384004,0.08716189,70
5/15/2020 17:45,4135001,HmiyD2TTLFNqkNe,32.31187113,31.54853933,0.038403034,71
5/15/2020 18:00,4135001,HmiyD2TTLFNqkNe,31.13241364,30.225331,0.022544936,72
5/15/2020 18:15,4135001,HmiyD2TTLFNqkNe,29.24311093,28.6825074,0.009149945,73
5/15/2020 18:30,4135001,HmiyD2TTLFNqkNe,28.495518,27.28599227,0.001841025,74
5/15/2020 18:45,4135001,HmiyD2TTLFNqkNe,27.8840638,25.96194653,0,75
5/15/2020 19:00,4135001,HmiyD2TTLFNqkNe,27.4559754,25.38531307,0,76
5/15/2020 19:15,4135001,HmiyD2TTLFNqkNe,27.0975484,25.2008464,0,77
5/15/2020 19:30,4135001,HmiyD2TTLFNqkNe,27.01870113,25.74526773,0.000125383,78
5/15/2020 19:45,4135001,HmiyD2TTLFNqkNe,23.78723747,22.5114056,0.00010022,79
5/15/2020 20:00,4135001,HmiyD2TTLFNqkNe,22.66317964,20.29072571,0,80
5/15/2020 20:15,4135001,HmiyD2TTLFNqkNe,23.41209707,20.73659667,0,81
5/15/2020 20:30,4135001,HmiyD2TTLFNqkNe,22.30098867,20.37541693,0,82
5/15/2020 20:45,4135001,HmiyD2TTLFNqkNe,22.0374816,20.31280513,0,83
5/15/2020 21:00,4135001,HmiyD2TTLFNqkNe,22.16851807,20.6512674,0,84
5/15/2020 21:15,4135001,HmiyD2TTLFNqkNe,22.1193604,20.6320862,0,85
5/15/2020 21:30,4135001,HmiyD2TTLFNqkNe,22.22125033,20.75869967,0,86
5/15/2020 21:45,4135001,HmiyD2TTLFNqkNe,22.23682847,20.91441667,0,87
5/15/2020 22:00,4135001,HmiyD2TTLFNqkNe,22.22185843,20.89570393,0,88
5/15/2020 22:15,4135001,HmiyD2TTLFNqkNe,22.14931253,20.73218587,0,89
5/15/2020 22:30,4135001,HmiyD2TTLFNqkNe,22.10471387,20.82985207,0,90
5/15/2020 22:45,4135001,HmiyD2TTLFNqkNe,22.05707993,21.07227567,0,91
5/15/2020 23:00,4135001,HmiyD2TTLFNqkNe,22.23601831,21.24131654,0,92
5/16/2020 2:00,4135001,HmiyD2TTLFNqkNe,21.68216,20.072144,0,93
5/16/2020 2:15,4135001,HmiyD2TTLFNqkNe,21.6884114,19.9192038,0,94
5/16/2020 2:30,4135001,HmiyD2TTLFNqkNe,21.51040853,19.59269193,0,95
5/16/2020 2:45,4135001,HmiyD2TTLFNqkNe,21.496287,19.6248698,0,96
5/16/2020 3:00,4135001,HmiyD2TTLFNqkNe,21.6459126,20.06520593,0,97
5/16/2020 3:15,4135001,HmiyD2TTLFNqkNe,21.6743142,20.11216013,0,98
5/16/2020 3:30,4135001,HmiyD2TTLFNqkNe,21.73142093,20.351884,0,99
5/16/2020 3:45,4135001,HmiyD2TTLFNqkNe,21.78016573,20.50589407,0,100
5/16/2020 4:00,4135001,HmiyD2TTLFNqkNe,21.85855536,20.81391043,0,101
5/16/2020 4:15,4135001,HmiyD2TTLFNqkNe,21.89991073,20.71264033,0,102
5/16/2020 4:30,4135001,HmiyD2TTLFNqkNe,21.92704853,20.72603773,0,103
5/16/2020 4:45,4135001,HmiyD2TTLFNqkNe,22.0286844,20.79640287,0,104
5/16/2020 5:00,4135001,HmiyD2TTLFNqkNe,21.93278,20.6822592,0,105
5/16/2020 5:15,4135001,HmiyD2TTLFNqkNe,21.86625167,20.47236933,0,106
5/16/2020 5:30,4135001,HmiyD2TTLFNqkNe,21.87658507,20.76019287,0,107
5/16/2020 5:45,4135001,HmiyD2TTLFNqkNe,21.95998927,20.5434348,0.000147169,108
5/16/2020 6:00,4135001,HmiyD2TTLFNqkNe,21.9232375,20.25681407,0.006205959,109
5/16/2020 6:15,4135001,HmiyD2TTLFNqkNe,21.8604004,20.4303872,0.023633737,110
5/16/2020 6:30,4135001,HmiyD2TTLFNqkNe,21.98583367,21.195638,0.049514968,111
5/16/2020 6:45,4135001,HmiyD2TTLFNqkNe,22.13967073,22.18941033,0.079269643,112
5/16/2020 7:00,4135001,HmiyD2TTLFNqkNe,22.45271393,23.1112346,0.109037968,113
5/16/2020 7:15,4135001,HmiyD2TTLFNqkNe,22.6524518,24.24170127,0.138115452,114
5/16/2020 7:30,4135001,HmiyD2TTLFNqkNe,22.97513853,25.66848753,0.174117525,115
5/16/2020 7:45,4135001,HmiyD2TTLFNqkNe,23.38855407,27.93747607,0.243642806,116
5/16/2020 8:00,4135001,HmiyD2TTLFNqkNe,23.8905234,30.79129613,0.298052989,117
5/16/2020 8:15,4135001,HmiyD2TTLFNqkNe,24.42785433,33.0092104,0.338650411,118
5/16/2020 8:30,4135001,HmiyD2TTLFNqkNe,25.16689847,36.6061888,0.427548953,119
5/16/2020 8:45,4135001,HmiyD2TTLFNqkNe,25.75717567,38.89201073,0.470081485,120
5/16/2020 9:00,4135001,HmiyD2TTLFNqkNe,25.99942227,38.70590013,0.461185769,121
5/16/2020 9:15,4135001,HmiyD2TTLFNqkNe,26.29700733,39.34378447,0.41958991,122
5/16/2020 9:30,4135001,HmiyD2TTLFNqkNe,26.59366867,39.87995233,0.420493884,123
5/16/2020 9:45,4135001,HmiyD2TTLFNqkNe,27.03096947,41.82566533,0.540593679,124
5/16/2020 10:00,4135001,HmiyD2TTLFNqkNe,27.61135453,46.07265193,0.491453022,125
5/16/2020 10:15,4135001,HmiyD2TTLFNqkNe,27.93121329,44.468571,0.469728831,126
5/16/2020 10:30,4135001,HmiyD2TTLFNqkNe,28.2829874,48.962665,0.654436842,127
5/16/2020 10:45,4135001,HmiyD2TTLFNqkNe,28.78232633,50.154118,0.595521375,128
